dex_no,name_en,generation,forms,category,height_m,weight_kg,hatch_time,name_fr,name_es,name_de,name_it,has_gender,female_percent,male_percent,is_breedable,catch_rate,leveling_rate,pokedex_colour,base_friendship,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_experience_yield,egg_group_0,egg_group_1,type_0,type_1,ev_yield_hp,ev_yield_attack,ev_yield_defense,ev_yield_special_attack,ev_yield_special_defense,ev_yield_speed,description_violet,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level,bulbapedia_link
0795,Pheromosa,7,1,Lissome Pokémon,1.8,25.0,120,Cancrelove,Pheromosa,Schabelle,Pheromosa,False,0,0,False,45,Slow,White,0,71,137,37,137,37,151,257,No Eggs Discovered,,Bug,Fighting,0,0,0,0,0,3,,Beast Boost,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Pheromosa_(Pok%C3%A9mon)
0796,Xurkitree,7,1,Glowing Pokémon,3.8,100.0,120,Câblifère,Xurkitree,Voltriant,Xurkitree,False,0,0,False,45,Slow,Black,0,83,89,71,173,71,83,257,No Eggs Discovered,,Electric,,0,0,0,3,0,0,,Beast Boost,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Xurkitree_(Pok%C3%A9mon)
0797,Celesteela,7,1,Launch Pokémon,9.2,999.9,120,Bamboiselle,Celesteela,Kaguron,Celesteela,False,0,0,False,45,Slow,Green,0,97,101,103,107,101,61,257,No Eggs Discovered,,Steel,Flying,0,1,1,1,0,0,,Beast Boost,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Celesteela_(Pok%C3%A9mon)
0798,Kartana,7,1,Drawn Sword Pokémon,0.3,0.1,120,Katagami,Kartana,Katagami,Kartana,False,0,0,False,45,Slow,White,0,59,181,131,59,31,109,257,No Eggs Discovered,,Grass,Steel,0,3,0,0,0,0,,Beast Boost,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Kartana_(Pok%C3%A9mon)
0799,Guzzlord,7,1,Junkivore Pokémon,5.5,888.0,120,Engloutyran,Guzzlord,Schlingking,Guzzlord,False,0,0,False,45,Slow,Black,0,223,101,53,97,53,43,257,No Eggs Discovered,,Dark,Dragon,3,0,0,0,0,0,,Beast Boost,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Guzzlord_(Pok%C3%A9mon)
0800,Necrozma,7,3,Prism Pokémon,2.4,230.0,120,Necrozma,Necrozma,Necrozma,Necrozma,False,0,0,False,3,Slow,Black,0,97,107,101,127,89,79,270,No Eggs Discovered,,Psychic,,0,1,0,2,0,0,,Prism Armor,,,True,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Necrozma_(Pok%C3%A9mon)
0801,Magearna,7,1,Artificial Pokémon,1.0,80.5,120,Magearna,Magearna,Magearna,Magearna,False,0,0,False,3,Slow,Gray,0,80,95,115,130,115,65,270,No Eggs Discovered,,Steel,Fairy,0,0,0,3,0,0,,Soul-Heart,,,False,True,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Magearna_(Pok%C3%A9mon)
0802,Marshadow,7,1,Gloomdweller Pokémon,0.7,22.2,120,Marshadow,Marshadow,Marshadow,Marshadow,False,0,0,False,3,Slow,Gray,0,90,125,80,90,90,125,270,No Eggs Discovered,,Fighting,Ghost,0,2,0,0,0,1,,Technician,,,False,True,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Marshadow_(Pok%C3%A9mon)
0803,Poipole,7,1,Poison Pin Pokémon,0.6,1.8,120,Vémini,Poipole,Venicro,Poipole,False,0,0,False,45,Slow,Purple,0,67,73,67,73,67,73,189,No Eggs Discovered,,Poison,,0,0,0,0,0,1,,Beast Boost,,,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Poipole_(Pok%C3%A9mon)
0804,Naganadel,7,1,Poison Pin Pokémon,3.6,150.0,120,Mandrillon,Naganadel,Agoyon,Naganadel,False,0,0,False,45,Slow,Purple,0,73,73,73,127,73,121,243,No Eggs Discovered,,Poison,Dragon,0,0,0,3,0,0,,Beast Boost,,,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Naganadel_(Pok%C3%A9mon)
0805,Stakataka,7,1,Rampart Pokémon,5.5,820.0,120,Ama-Ama,Stakataka,Muramura,Stakataka,False,0,0,False,30,Slow,Gray,0,61,131,211,53,101,13,257,No Eggs Discovered,,Rock,Steel,0,0,3,0,0,0,,Beast Boost,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Stakataka_(Pok%C3%A9mon)
0806,Blacephalon,7,1,Fireworks Pokémon,1.8,13.0,120,Pierroteknik,Blacephalon,Kopplosio,Blacephalon,False,0,0,False,30,Slow,White,0,53,127,53,151,79,107,257,No Eggs Discovered,,Fire,Ghost,0,0,0,3,0,0,,Beast Boost,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Blacephalon_(Pok%C3%A9mon)
0807,Zeraora,7,1,Thunderclap Pokémon,1.5,44.5,120,Zeraora,Zeraora,Zeraora,Zeraora,False,0,0,False,3,Slow,Yellow,0,88,112,75,102,80,143,270,No Eggs Discovered,,Electric,,0,0,0,0,0,3,,Volt Absorb,,,False,True,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Zeraora_(Pok%C3%A9mon)
0808,Meltan,7,1,Hex Nut Pokémon,0.2,8.0,120,Meltan,Meltan,Meltan,Meltan,False,0,0,False,3,Slow,Gray,0,46,65,65,55,35,34,135,No Eggs Discovered,,Steel,,0,1,0,0,0,0,,Magnet Pull,,,False,True,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Meltan_(Pok%C3%A9mon)
0809,Melmetal,7,1,Hex Nut Pokémon,2.5,800.0,120,Melmetal,Melmetal,Melmetal,Melmetal,False,0,0,False,3,Slow,Gray,0,135,143,143,80,65,34,270,No Eggs Discovered,,Steel,,0,3,0,0,0,0,,Iron Fist,,,False,True,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Melmetal_(Pok%C3%A9mon)
0810,Grookey,8,1,Chimp Pokémon,0.3,5.0,20,Ouistempo,Grookey,Chimpep,Grookey,True,12.5,87.5,True,45,Medium Slow,Green,50,50,65,50,40,40,65,62,Field,Grass,Grass,,0,1,0,0,0,0,"As Grookey strikes everything in sight with its stick, it has more and more fun, and its rhythm becomes livelier.",Overgrow,,Grassy Surge,False,False,True,basic,16,https://bulbapedia.bulbagarden.net/wiki/Grookey_(Pok%C3%A9mon)
0811,Thwackey,8,1,Beat Pokémon,0.7,14.0,20,Badabouin,Thwackey,Chimstix,Thwackey,True,12.5,87.5,True,45,Medium Slow,Green,50,70,85,70,55,60,80,147,Field,Grass,Grass,,0,2,0,0,0,0,It becomes intensely focused while it drums out vigorous beats—so much so that sometimes it won’t listen to its Trainer’s commands.,Overgrow,,Grassy Surge,False,False,True,stage 1,35,https://bulbapedia.bulbagarden.net/wiki/Thwackey_(Pok%C3%A9mon)
0812,Rillaboom,8,1,Drummer Pokémon,2.1,90.0,20,Gorythmic,Rillaboom,Gortrom,Rillaboom,True,12.5,87.5,True,45,Medium Slow,Green,50,100,125,90,60,70,85,265,Field,Grass,Grass,,0,3,0,0,0,0,"When one Rillaboom challenges another who leads a troop, a drumming battle commences. The victor becomes the troop’s new boss.",Overgrow,,Grassy Surge,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Rillaboom_(Pok%C3%A9mon)
0813,Scorbunny,8,1,Rabbit Pokémon,0.3,4.5,20,Flambino,Scorbunny,Hopplo,Scorbunny,True,12.5,87.5,True,45,Medium Slow,White,50,50,71,40,40,40,69,62,Field,Human-Like,Fire,,0,0,0,0,0,1,"Fire energy gathers in the pads of its feet, raising their temperature. Once hot, Scorbunny’s footpads can deal heavy damage to opponents.",Blaze,,Libero,False,False,True,basic,16,https://bulbapedia.bulbagarden.net/wiki/Scorbunny_(Pok%C3%A9mon)
0814,Raboot,8,1,Rabbit Pokémon,0.6,9.0,20,Lapyro,Raboot,Kickerlo,Raboot,True,12.5,87.5,True,45,Medium Slow,Gray,50,65,86,60,55,60,94,147,Field,Human-Like,Fire,,0,0,0,0,0,2,"While it prides itself on its varied kicking moves, it can also deliver powerful headbutts once its flames have heated up its forehead.",Blaze,,Libero,False,False,True,stage 1,35,https://bulbapedia.bulbagarden.net/wiki/Raboot_(Pok%C3%A9mon)
0815,Cinderace,8,1,Striker Pokémon,1.4,33.0,20,Pyrobut,Cinderace,Liberlo,Cinderace,True,12.5,87.5,True,45,Medium Slow,White,50,80,116,75,65,75,119,265,Field,Human-Like,Fire,,0,0,0,0,0,3,"Using a ball that it made out of flames, Cinderace blinds its opponents and keeps them at bay.",Blaze,,Libero,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Cinderace_(Pok%C3%A9mon)
0816,Sobble,8,1,Water Lizard Pokémon,0.3,4.0,20,Larméléon,Sobble,Memmeon,Sobble,True,12.5,87.5,True,45,Medium Slow,Blue,50,50,40,40,70,40,70,62,Water 1,Field,Water,,0,0,0,0,1,1,"It’s a very cautious Pokémon. When it has no choice but to battle, it hides itself before attacking.",Torrent,,Sniper,False,False,True,basic,16,https://bulbapedia.bulbagarden.net/wiki/Sobble_(Pok%C3%A9mon)
0817,Drizzile,8,1,Water Lizard Pokémon,0.7,11.5,20,Arrozard,Drizzile,Phlegleon,Drizzile,True,12.5,87.5,True,45,Medium Slow,Blue,50,65,60,55,95,55,90,147,Water 1,Field,Water,,0,0,0,2,0,0,"Highly intelligent but also very lazy, it defends its home by laying traps.",Torrent,,Sniper,False,False,True,stage 1,35,https://bulbapedia.bulbagarden.net/wiki/Drizzile_(Pok%C3%A9mon)
0818,Inteleon,8,1,Secret Agent Pokémon,1.9,45.2,20,Lézargus,Inteleon,Intelleon,Inteleon,True,12.5,87.5,True,45,Medium Slow,Blue,50,70,85,65,125,65,120,265,Water 1,Field,Water,,0,0,0,0,0,3,"It may present itself as being well-mannered, but deep down, it still has a lazy side. It will slack off when its Trainer isn’t looking.",Torrent,,Sniper,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Inteleon_(Pok%C3%A9mon)
0819,Skwovet,8,1,Cheeky Pokémon,0.3,2.5,20,Rongourmand,Skwovet,Raffel,Skwovet,True,50,50,True,255,Medium Fast,Brown,50,70,55,55,35,35,25,55,Field,,Normal,,1,0,0,0,0,0,"No matter how much it stuffs its belly with food, it is always anxious about getting hungry again. So, it stashes berries in its cheeks and tail.",Cheek Pouch,,Gluttony,False,False,True,basic,24,https://bulbapedia.bulbagarden.net/wiki/Skwovet_(Pok%C3%A9mon)
0820,Greedent,8,1,Greedy Pokémon,0.6,6.0,20,Rongrigou,Greedent,Schlaraffel,Greedent,True,50,50,True,90,Medium Fast,Brown,50,120,95,95,55,75,20,161,Field,,Normal,,2,0,0,0,0,0,"This Pokémon makes off with heaps of fallen berries by wrapping them in its tail, which is roughly twice the length of its body.",Cheek Pouch,,Gluttony,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Greedent_(Pok%C3%A9mon)
0821,Rookidee,8,1,Tiny Bird Pokémon,0.2,1.8,15,Minisange,Rookidee,Meikro,Rookidee,True,50,50,True,255,Medium Slow,Blue,50,38,47,35,33,35,57,49,Flying,,Flying,,0,0,0,0,0,1,"The females are fussier than the males. If another creature dirties a female Rookidee's wings, it'll peck the offender relentlessly in a burning rage.",Keen Eye,Unnerve,Big Pecks,False,False,True,basic,18,https://bulbapedia.bulbagarden.net/wiki/Rookidee_(Pok%C3%A9mon)
0822,Corvisquire,8,1,Raven Pokémon,0.8,16.0,15,Bleuseille,Corvisquire,Kranoviz,Corvisquire,True,50,50,True,120,Medium Slow,Blue,50,68,67,55,43,55,77,128,Flying,,Flying,,0,0,0,0,0,2,This intelligent Pokémon will quickly learn how to use any tool it can hold in its beak or its talons.,Keen Eye,Unnerve,Big Pecks,False,False,True,stage 1,38,https://bulbapedia.bulbagarden.net/wiki/Corvisquire_(Pok%C3%A9mon)
0823,Corviknight,8,1,Raven Pokémon,2.2,75.0,15,Corvaillus,Corviknight,Krarmor,Corviknight,True,50,50,True,45,Medium Slow,Purple,50,98,87,105,53,85,67,248,Flying,,Flying,Steel,0,0,3,0,0,0,"Although its wings have partly turned to steel and become heavy as a result, this Pokémon flies through the skies with ease.",Pressure,Unnerve,Mirror Armor,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Corviknight_(Pok%C3%A9mon)
0824,Blipbug,8,1,Larva Pokémon,0.4,8.0,15,Larvadar,Blipbug,Sensect,Blipbug,True,50,50,True,255,Medium Fast,Blue,50,25,20,20,25,45,45,36,Bug,,Bug,,0,0,0,0,1,0,,Swarm,Compound Eyes,Telepathy,False,False,True,basic,10,https://bulbapedia.bulbagarden.net/wiki/Blipbug_(Pok%C3%A9mon)
0825,Dottler,8,1,Radome Pokémon,0.4,19.5,15,Coléodôme,Dottler,Keradar,Dottler,True,50,50,True,120,Medium Fast,Yellow,50,50,35,80,50,90,30,117,Bug,,Bug,Psychic,0,0,0,0,2,0,,Swarm,Compound Eyes,Telepathy,False,False,True,stage 1,30,https://bulbapedia.bulbagarden.net/wiki/Dottler_(Pok%C3%A9mon)
0826,Orbeetle,8,1,Seven Spot Pokémon,0.4,40.8,15,Astronelle,Orbeetle,Maritellit,Orbeetle,True,50,50,True,45,Medium Fast,Red,50,60,45,110,80,120,90,253,Bug,,Bug,Psychic,0,0,0,0,3,0,,Swarm,Frisk,Telepathy,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Orbeetle_(Pok%C3%A9mon)
0827,Nickit,8,1,Fox Pokémon,0.6,8.9,15,Goupilou,Nickit,Kleptifux,Nickit,True,50,50,True,255,Fast,Brown,50,40,28,28,47,52,50,49,Field,,Dark,,0,0,0,0,1,0,,Run Away,Unburden,Stakeout,False,False,True,basic,18,https://bulbapedia.bulbagarden.net/wiki/Nickit_(Pok%C3%A9mon)
0828,Thievul,8,1,Fox Pokémon,1.2,19.9,15,Roublenard,Thievul,Gaunux,Thievul,True,50,50,True,127,Fast,Brown,50,70,58,58,87,92,90,159,Field,,Dark,,0,0,0,0,2,0,,Run Away,Unburden,Stakeout,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Thievul_(Pok%C3%A9mon)
0829,Gossifleur,8,1,Flowering Pokémon,0.4,2.2,20,Tournicoton,Gossifleur,Cottini,Gossifleur,True,50,50,True,190,Medium Fast,Green,50,40,40,60,40,60,10,50,Grass,,Grass,,0,0,0,0,1,0,,Cotton Down,Regenerator,Effect Spore,False,False,True,basic,20,https://bulbapedia.bulbagarden.net/wiki/Gossifleur_(Pok%C3%A9mon)
0830,Eldegoss,8,1,Cotton Bloom Pokémon,0.5,2.5,20,Blancoton,Eldegoss,Cottomi,Eldegoss,True,50,50,True,75,Medium Fast,Green,50,60,50,90,80,120,60,161,Grass,,Grass,,0,0,0,0,2,0,,Cotton Down,Regenerator,Effect Spore,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Eldegoss_(Pok%C3%A9mon)
0831,Wooloo,8,1,Sheep Pokémon,0.6,6.0,15,Moumouton,Wooloo,Wolly,Wooloo,True,50,50,True,255,Medium Fast,White,50,42,40,55,40,45,48,122,Field,,Normal,,0,0,1,0,0,0,,Fluffy,Run Away,Bulletproof,False,False,True,basic,24,https://bulbapedia.bulbagarden.net/wiki/Wooloo_(Pok%C3%A9mon)
0832,Dubwool,8,1,Sheep Pokémon,1.3,43.0,15,Moumouflon,Dubwool,Zwollock,Dubwool,True,50,50,True,127,Medium Fast,White,50,72,80,100,60,90,88,172,Field,,Normal,,0,0,2,0,0,0,,Fluffy,Steadfast,Bulletproof,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Dubwool_(Pok%C3%A9mon)
0833,Chewtle,8,1,Snapping Pokémon,0.3,8.5,20,Khélocrok,Chewtle,Kamehaps,Chewtle,True,50,50,True,255,Medium Fast,Green,50,50,64,50,38,38,44,57,Monster,Water 1,Water,,0,1,0,0,0,0,A popular game among children is to lift up sticks that Chewtle have bitten onto to see whose Chewtle can hang on the longest.,Strong Jaw,Shell Armor,Swift Swim,False,False,True,basic,22,https://bulbapedia.bulbagarden.net/wiki/Chewtle_(Pok%C3%A9mon)
0834,Drednaw,8,1,Bite Pokémon,1.0,115.5,20,Torgamord,Drednaw,Kamalm,Drednaw,True,50,50,True,75,Medium Fast,Green,50,90,115,90,48,68,74,170,Monster,Water 1,Water,Rock,0,2,0,0,0,0,"Drednaw lurks along the shoreline. When prey come to drink water, Drednaw stretches its neck out and chomps down on them.",Strong Jaw,Shell Armor,Swift Swim,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Drednaw_(Pok%C3%A9mon)
0835,Yamper,8,1,Puppy Pokémon,0.3,13.5,20,Voltoutou,Yamper,Voldi,Yamper,True,50,50,True,255,Fast,Yellow,50,59,45,50,40,50,26,54,Field,,Electric,,1,0,0,0,0,0,,Ball Fetch,,Rattled,False,False,True,basic,25,https://bulbapedia.bulbagarden.net/wiki/Yamper_(Pok%C3%A9mon)
0836,Boltund,8,1,Dog Pokémon,1.0,34.0,20,Fulgudog,Boltund,Bellektro,Boltund,True,50,50,True,45,Fast,Yellow,50,69,90,60,90,60,121,172,Field,,Electric,,0,0,0,0,0,2,,Strong Jaw,,Competitive,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Boltund_(Pok%C3%A9mon)
0837,Rolycoly,8,1,Coal Pokémon,0.3,12.0,15,Charbi,Rolycoly,Klonkett,Rolycoly,True,50,50,True,255,Medium Slow,Black,50,30,40,50,40,50,30,48,Mineral,,Rock,,0,0,1,0,0,0,Chunks of the surface of this Pokémon's body that have grown old and flaked off have long been used for fuel as an alternative to coal.,Steam Engine,Heatproof,Flash Fire,False,False,True,basic,18,https://bulbapedia.bulbagarden.net/wiki/Rolycoly_(Pok%C3%A9mon)
0838,Carkol,8,1,Coal Pokémon,1.1,78.0,15,Wagomine,Carkol,Wagong,Carkol,True,50,50,True,120,Medium Slow,Black,50,80,60,90,60,70,50,144,Mineral,,Rock,Fire,0,0,2,0,0,0,"Due to the coal tar created inside it, the heap of coal on Carkol's back never falls apart, even when the Pokémon rolls around at high speeds.",Steam Engine,Flame Body,Flash Fire,False,False,True,stage 1,34,https://bulbapedia.bulbagarden.net/wiki/Carkol_(Pok%C3%A9mon)
0839,Coalossal,8,1,Coal Pokémon,2.8,310.5,15,Monthracite,Coalossal,Montecarbo,Coalossal,True,50,50,True,45,Medium Slow,Black,50,110,80,120,80,90,30,255,Mineral,,Rock,Fire,0,0,3,0,0,0,"It's gentle usually but fearsome when angered. With a body that burns at over2,700 degrees Fahrenheit, it crushes foes and turns them to ash.",Steam Engine,Flame Body,Flash Fire,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Coalossal_(Pok%C3%A9mon)
0840,Applin,8,1,Apple Core Pokémon,0.2,0.5,20,Verpom,Applin,Knapfel,Applin,True,50,50,True,255,Erratic,Green,50,40,40,80,40,40,20,52,Grass,Dragon,Grass,Dragon,0,0,1,0,0,0,"Applin lives inside an apple. When an Applin is separated from its apple, its body loses moisture and the Pokémon grows weak.",Ripen,Gluttony,Bulletproof,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Applin_(Pok%C3%A9mon)
0841,Flapple,8,1,Apple Wing Pokémon,0.3,1.0,20,Pomdrapi,Flapple,Drapfel,Flapple,True,50,50,True,45,Erratic,Green,50,70,110,80,95,60,70,170,Grass,Dragon,Grass,Dragon,0,2,0,0,0,0,It uses its own body fluid to repair its apple. Strong Flapple that have won many battles have apples that are clay colored all over.,Ripen,Gluttony,Hustle,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Flapple_(Pok%C3%A9mon)
0842,Appletun,8,1,Apple Nectar Pokémon,0.4,13.0,20,Dratatin,Appletun,Schlapfel,Appletun,True,50,50,True,45,Erratic,Green,50,110,85,80,100,80,30,170,Grass,Dragon,Grass,Dragon,2,0,0,0,0,0,"When someLechonkcome along to lick the sweet nectar on Appletun's back, Appletun will spew sticky nectar at them to drive them away.",Ripen,Gluttony,Thick Fat,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Appletun_(Pok%C3%A9mon)
0843,Silicobra,8,1,Sand Snake Pokémon,2.2,7.6,20,Dunaja,Silicobra,Salanga,Silicobra,True,50,50,True,255,Medium Fast,Green,50,52,57,75,35,50,46,63,Field,Dragon,Ground,,0,0,1,0,0,0,"Silicobra's large nostrils are specialized for spraying sand, so this Pokémon is not very good at telling apart different smells.",Sand Spit,Shed Skin,Sand Veil,False,False,True,basic,36,https://bulbapedia.bulbagarden.net/wiki/Silicobra_(Pok%C3%A9mon)
0844,Sandaconda,8,1,Sand Snake Pokémon,3.8,65.5,20,Dunaconda,Sandaconda,Sanaconda,Sandaconda,True,50,50,True,120,Medium Fast,Green,50,72,107,125,65,70,71,179,Field,Dragon,Ground,,0,0,2,0,0,0,"The sand it spews contains sharp, pointy gravel, which is actually just sand that Sandaconda's saliva has hardened into irregular shapes.",Sand Spit,Shed Skin,Sand Veil,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Sandaconda_(Pok%C3%A9mon)
0845,Cramorant,8,3,Gulp Pokémon,0.8,18.0,20,Nigosier,Cramorant,Urgl,Cramorant,True,50,50,True,45,Medium Fast,Blue,50,70,85,55,85,95,85,166,Water 1,Flying,Flying,Water,0,0,0,0,2,0,It's an incredibly poor learner because it uses the bare minimum amount of energy for its brain. It focuses on battling instead.,Gulp Missile,,,False,False,False,basic,,https://bulbapedia.bulbagarden.net/wiki/Cramorant_(Pok%C3%A9mon)
0846,Arrokuda,8,1,Rush Pokémon,0.5,1.0,20,Embrochet,Arrokuda,Pikuda,Arrokuda,True,50,50,True,255,Slow,Brown,50,41,63,40,40,30,66,56,Water 2,,Water,,0,0,0,0,0,1,"It takes down prey by charging into them with its hard, pointed jaw. But Arrokuda's eyesight is poor, so this tactic has a low success rate.",Swift Swim,,Propeller Tail,False,False,True,basic,26,https://bulbapedia.bulbagarden.net/wiki/Arrokuda_(Pok%C3%A9mon)
0847,Barraskewda,8,1,Skewer Pokémon,1.3,30.0,20,Hastacuda,Barraskewda,Barrakiefa,Barraskewda,True,50,50,True,60,Slow,Brown,50,61,123,60,60,50,136,172,Water 2,,Water,,0,0,0,0,0,2,It swims at speeds of over100 knotsand battles fiercely with pods ofFinizenover prey.,Swift Swim,,Propeller Tail,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Barraskewda_(Pok%C3%A9mon)
0848,Toxel,8,1,Baby Pokémon,0.4,11.0,25,Toxizap,Toxel,Toxel,Toxel,True,50,50,True,75,Medium Slow,Purple,50,40,38,35,54,35,40,48,No Eggs Discovered,,Electric,Poison,0,0,0,1,0,0,"This selfish, attention-seeking Pokémon stores poison and electricity in two different sacs inside its body.",Rattled,Static,Klutz,False,False,True,basic,30,https://bulbapedia.bulbagarden.net/wiki/Toxel_(Pok%C3%A9mon)
0849,Toxtricity (Amped Form),8,2,Punk Pokémon,1.6,40.0,25,Salarsen,Toxtricity,Riffex,Toxtricity,True,50,50,True,45,Medium Slow,Purple,50,75,98,70,114,70,75,176,Human-Like,,Electric,Poison,0,0,0,2,0,0,"The jolts of electricity it launches by violently strumming the protrusions on its chest easily exceed 15,000 volts.",Punk Rock,Plus,Technician,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Toxtricity_(Pok%C3%A9mon)
0850,Sizzlipede,8,1,Radiator Pokémon,0.7,1.0,20,Grillepattes,Sizzlipede,Thermopod,Sizzlipede,True,50,50,True,190,Medium Fast,Red,50,50,65,45,50,50,45,61,Bug,,Fire,Bug,0,1,0,0,0,0,,Flash Fire,White Smoke,Flame Body,False,False,True,basic,28,https://bulbapedia.bulbagarden.net/wiki/Sizzlipede_(Pok%C3%A9mon)
0851,Centiskorch,8,1,Radiator Pokémon,3.0,120.0,20,Scolocendre,Centiskorch,Infernopod,Centiskorch,True,50,50,True,75,Medium Fast,Red,50,100,115,65,90,90,65,184,Bug,,Fire,Bug,0,2,0,0,0,0,,Flash Fire,White Smoke,Flame Body,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Centiskorch_(Pok%C3%A9mon)
0852,Clobbopus,8,1,Tantrum Pokémon,0.6,4.0,25,Poulpaf,Clobbopus,Klopptopus,Clobbopus,True,50,50,True,180,Medium Slow,Brown,50,50,68,60,50,50,32,62,Water 1,Human-Like,Fighting,,0,1,0,0,0,0,,Limber,,Technician,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Clobbopus_(Pok%C3%A9mon)
0853,Grapploct,8,1,Jujitsu Pokémon,1.6,39.0,25,Krakos,Grapploct,Kaocto,Grapploct,True,50,50,True,45,Medium Slow,Blue,50,80,118,90,70,80,42,168,Water 1,Human-Like,Fighting,,0,2,0,0,0,0,,Limber,,Technician,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Grapploct_(Pok%C3%A9mon)
0854,Sinistea,8,1,Black Tea Pokémon,0.1,0.2,20,Théffroi,Sinistea,Fatalitee,Sinistea,False,0,0,True,120,Medium Fast,Purple,50,40,45,45,74,54,50,62,Mineral,Amorphous,Ghost,,0,0,0,1,0,0,"Sinistea gets into your body when you drink it, and then it steals your vitality from within. It also tastes awful.",Weak Armor,,Cursed Body,False,False,True,basic,,https://bulbapedia.bulbagarden.net/wiki/Sinistea_(Pok%C3%A9mon)
0855,Polteageist,8,1,Black Tea Pokémon,0.2,0.4,20,Polthégeist,Polteageist,Mortipot,Polteageist,False,0,0,True,60,Medium Fast,Purple,50,60,65,65,134,114,70,178,Mineral,Amorphous,Ghost,,0,0,0,2,0,0,These Pokémon multiply by creeping into teapots and pouring themselves into leftover tea.,Weak Armor,,Cursed Body,False,False,True,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Polteageist_(Pok%C3%A9mon)
0856,Hatenna,8,1,Calm Pokémon,0.4,3.4,20,Bibichut,Hatenna,Brimova,Hatenna,True,100,0,True,235,Slow,Pink,50,42,30,45,56,53,39,53,Fairy,,Psychic,,0,0,0,1,0,0,"It senses the feelings of other living creatures. Be careful not to expose it to strong emotions for too long, or it will end up exhausted.",Healer,Anticipation,Magic Bounce,False,False,True,basic,32,https://bulbapedia.bulbagarden.net/wiki/Hatenna_(Pok%C3%A9mon)
0857,Hattrem,8,1,Serene Pokémon,0.6,4.8,20,Chapotus,Hattrem,Brimano,Hattrem,True,100,0,True,120,Slow,Pink,50,57,40,65,86,73,49,130,Fairy,,Psychic,,0,0,0,2,0,0,"The moment this Pokémon finds someone who's emitting strong emotions, it will pummel them senseless with its braids to silence them.",Healer,Anticipation,Magic Bounce,False,False,True,stage 1,42,https://bulbapedia.bulbagarden.net/wiki/Hattrem_(Pok%C3%A9mon)
0858,Hatterene,8,1,Silent Pokémon,2.1,5.1,20,Sorcilence,Hatterene,Silembrim,Hatterene,True,100,0,True,45,Slow,Pink,50,57,90,95,136,103,29,255,Fairy,,Psychic,Fairy,0,0,0,3,0,0,Beware of forests that show no signs of living creatures within. You may have wandered into Hatterene's territory.,Healer,Anticipation,Magic Bounce,False,False,True,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Hatterene_(Pok%C3%A9mon)
